COMLOG_ID,SUBJ_MATTER_OBJET,OTHER_SUBJ_MATTER_AUTRE_OBJET,,,,,,,
112916,Infrastructure,Infrastructure,,,,,,,
112935,Employment and Training,Employment and Training,,,,,,,
110335,Employment and Training,Employment and Training,,,,,,,
110337,Employment and Training,Employment and Training,,,,,,,
110340,Labour,Labour,,,,,,,
110343,Employment and Training,Employment and Training,,,,,,,
110490,Employment and Training,Employment and Training,,,,,,,
110491,Labour,Labour,,,,,,,
110575,Employment and Training,Employment and Training,,,,,,,
110576,Labour,Labour,,,,,,,
110595,Education,Education,,,,,,,
110755,Intellectual Property,Intellectual Property,,,,,,,
110774,Infrastructure,Infrastructure,,,,,,,
110795,Education,Education,,,,,,,
110796,Education,Education,,,,,,,
110854,Intellectual Property,Intellectual Property,,,,,,,
111115,Employment and Training,Employment and Training,,,,,,,
111214,Industry,Industry,,,,,,,
111254,Small Business,Small Business,,,,,,,
111417,Other,Pensions,,,,,,,
111735,Environment,Environment,,,,,,,
111737,Industry,Industry,,,,,,,
111738,International Relations,International Relations,,,,,,,
111777,International Relations,International Relations,,,,,,,
111779,International Trade,International Trade,,,,,,,
111780,Other,Pensions,,,,,,,
111781,Other,Pensions,,,,,,,
111782,Other,Energy and Environment,,,,,,,
111783,Agriculture,Agriculture,,,,,,,
111787,Other,Rail Related Issues,,,,,,,
111800,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
111802,International Trade,International Trade,,,,,,,
111834,Mining,Mining,,,,,,,
111854,Other,Corporate Social Responsibility (CSR),,,,,,,
111855,Transportation,Transportation,,,,,,,
111876,Other,Bill C-33,,,,,,,
112015,Other,Bill C-33,,,,,,,
112019,Other,Bill C-33,,,,,,,
112054,Other,ecoEngery,,,,,,,
112055,Science and Technology,Science and Technology,,,,,,,
112056,Infrastructure,Infrastructure,,,,,,,
112134,Other,Financial Sector Policy,,,,,,,
112135,Regional Development,Regional Development,,,,,,,
112137,Infrastructure,Infrastructure,,,,,,,
112138,Transportation,Transportation,,,,,,,
112139,Environment,Environment,,,,,,,
112140,Industry,Industry,,,,,,,
112142,International Trade,International Trade,,,,,,,
112143,International Trade,International Trade,,,,,,,
112144,International Trade,International Trade,,,,,,,
112145,International Trade,International Trade,,,,,,,
112154,International Trade,International Trade,,,,,,,
112335,Agriculture,Agriculture,,,,,,,
112337,Intellectual Property,Intellectual Property,,,,,,,
112338,International Trade,International Trade,,,,,,,
112854,Science and Technology,Science and Technology,,,,,,,
112975,Financial Institutions,Financial Institutions,,,,,,,
113054,Energy,Energy,,,,,,,
113076,Environment,Environment,,,,,,,
113078,Other,Energy Transportation / pipelines,,,,,,,
113099,Energy,Energy,,,,,,,
113180,Environment,Environment,,,,,,,
113535,Financial Institutions,Financial Institutions,,,,,,,
113556,Education,Education,,,,,,,
113616,Industry,Industry,,,,,,,
113617,Industry,Industry,,,,,,,
113637,Industry,Industry,,,,,,,
113641,Industry,Industry,,,,,,,
113642,Industry,Industry,,,,,,,
113651,Science and Technology,Science and Technology,,,,,,,
113652,Other,Government Sponsored National Vaccination Program,,,,,,,
113662,Other,Government Sponsored National Vaccination Program,,,,,,,
113674,Other,Alaska Pipeline,,,,,,,
113675,Other,Alaska Pipeline,,,,,,,
113694,Other,Bill C-311, the Climate Change Accountability Act,,,,,,
113695,Other,Bill C-311, the Climate Change Accountability Act,,,,,,
113696,Other,Mackenzie Gas Pipeline,,,,,,,
113714,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
113737,Energy,Energy,,,,,,,
113738,Environment,Environment,,,,,,,
113739,International Trade,International Trade,,,,,,,
113740,Other,Regulatory process for northern resource projects,,,,,,,
113741,Other,Bill C-311, the Climate Change Accountability Act,,,,,,
113742,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
113743,Energy,Energy,,,,,,,
113754,Environment,Environment,,,,,,,
113755,International Trade,International Trade,,,,,,,
113797,Other,Regulatory process for northern resource projects,,,,,,,
113815,Other,Mackenzie Gas Pipeline,,,,,,,
113816,Telecommunications,Telecommunications,,,,,,,
113819,Other,Wireless technology developments,,,,,,,
113820,Environment,Environment,,,,,,,
113834,Other,Environment - air quality management,,,,,,,
113837,Other,Integrated Community Energy Systems,,,,,,,
113904,Other,Integrated Community Energy Systems,,,,,,,
113908,Other,Strategic and Operational Planning,,,,,,,
113914,Industry,Industry,,,,,,,
114011,International Trade,International Trade,,,,,,,
114033,Taxation and Finance,Taxation and Finance,,,,,,,
114029,Health,Health,,,,,,,
114031,Environment,Environment,,,,,,,
114032,Small Business,Small Business,,,,,,,
114054,Taxation and Finance,Taxation and Finance,,,,,,,
114057,Tourism,Tourism,,,,,,,
114075,Transportation,Transportation,,,,,,,
114077,Energy,Energy,,,,,,,
114078,Environment,Environment,,,,,,,
114084,Infrastructure,Infrastructure,,,,,,,
114085,Fisheries,Fisheries,,,,,,,
114087,Mining,Mining,,,,,,,
114119,Science and Technology,Science and Technology,,,,,,,
114120,Science and Technology,Science and Technology,,,,,,,
114122,Education,Education,,,,,,,
114143,Industry,Industry,,,,,,,
114145,Infrastructure,Infrastructure,,,,,,,
114147,Science and Technology,Science and Technology,,,,,,,
114153,Education,Education,,,,,,,
114154,Other,HR Capital Summit Workshop,,,,,,,
114156,Industry,Industry,,,,,,,
114158,Intellectual Property,Intellectual Property,,,,,,,
114160,Agriculture,Agriculture,,,,,,,
113485,Consumer Issues,Consumer Issues,,,,,,,
113517,Other,Bio-digestors,,,,,,,
113576,Energy,Energy,,,,,,,
113595,Environment,Environment,,,,,,,
113997,Other,Overview of Marathon's oil sands operations,,,,,,,
114035,Other,Pensions,,,,,,,
114056,Other,Renewable Fuel Standards,,,,,,,
114093,Transportation,Transportation,,,,,,,
114112,Infrastructure,Infrastructure,,,,,,,
114115,Environment,Environment,,,,,,,
114124,Forestry,Forestry,,,,,,,
114125,International Trade,International Trade,,,,,,,
114164,Environment,Environment,,,,,,,
114167,Forestry,Forestry,,,,,,,
114178,International Trade,International Trade,,,,,,,
114179,Forestry,Forestry,,,,,,,
114181,International Trade,International Trade,,,,,,,
114184,Environment,Environment,,,,,,,
114185,Forestry,Forestry,,,,,,,
114190,International Trade,International Trade,,,,,,,
114195,Forestry,Forestry,,,,,,,
114220,International Trade,International Trade,,,,,,,
114222,Environment,Environment,,,,,,,
114224,Other,Mortgage Insurance Industry,,,,,,,
114230,Other,Mortgage Insurance Industry,,,,,,,
114234,Agriculture,Agriculture,,,,,,,
114235,Science and Technology,Science and Technology,,,,,,,
114239,Education,Education,,,,,,,
114240,Health,Health,,,,,,,
114241,Infrastructure,Infrastructure,,,,,,,
114254,Science and Technology,Science and Technology,,,,,,,
114295,Other,Aeronautics Act,,,,,,,
114296,Other,Excise Tax,,,,,,,
114314,Other,National Airports Policy,,,,,,,
114394,Other,Security,,,,,,,
114414,Agriculture,Agriculture,,,,,,,
114415,Infrastructure,Infrastructure,,,,,,,
114454,Science and Technology,Science and Technology,,,,,,,
114455,Other,Security,,,,,,,
114459,Other,Bill C310,,,,,,,
114460,Other,Canada Transportation Act - Proposed Amendments,,,,,,,
114476,Environment,Environment,,,,,,,
114514,Science and Technology,Science and Technology,,,,,,,
114515,Agriculture,Agriculture,,,,,,,
114754,Infrastructure,Infrastructure,,,,,,,
114654,Infrastructure,Infrastructure,,,,,,,
114658,Agriculture,Agriculture,,,,,,,
114659,Agriculture,Agriculture,,,,,,,
114794,Intellectual Property,Intellectual Property,,,,,,,
114795,Infrastructure,Infrastructure,,,,,,,
114815,Other,PCB regulations regime deadline on March 19,,,,,,,
114854,Other,regulatory process for the implementation of the federal governments renewable fuels standard,,,,,,,
114874,Other,Nahanni protected areas,,,,,,,
114894,Agriculture,Agriculture,,,,,,,
114895,Financial Institutions,Financial Institutions,,,,,,,
114914,Industry,Industry,,,,,,,
113479,Transportation,Transportation,,,,,,,
113481,Agriculture,Agriculture,,,,,,,
113482,Financial Institutions,Financial Institutions,,,,,,,
113483,Industry,Industry,,,,,,,
113814,Transportation,Transportation,,,,,,,
113817,Agriculture,Agriculture,,,,,,,
113818,Other,DFC Annual Dairy Policy Conference & DFC's 75th anniversary,,,,,,,
113856,Other,Privacy issues related to copyright reform,,,,,,,
113860,Other,Privacy issues related to copyright reform,,,,,,,
113869,International Trade,International Trade,,,,,,,
114113,Other,Canada-U.S. Border,,,,,,,
114117,Other,Fiscal Policy,,,,,,,
114121,Other,G 20 Summit,,,,,,,
114123,Other,Bill C-311, the Climate Change Accountability Act,,,,,,
114127,Other,Bill C-311, the Climate Change Accountability Act,,,,,,
114166,Other,Bill C-311, the Climate Change Accountability Act,,,,,,
114196,Other,Bill C-311, the Climate Change Accountability Act,,,,,,
114216,Arts and Culture,Arts and Culture,,,,,,,
114229,Arts and Culture,Arts and Culture,,,,,,,
114237,Regional Development,Regional Development,,,,,,,
114238,Science and Technology,Science and Technology,,,,,,,
114354,Other,Information and Communication Technology,,,,,,,
114355,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
114435,Health,Health,,,,,,,
114436,Education,Education,,,,,,,
114437,Environment,Environment,,,,,,,
114439,Regional Development,Regional Development,,,,,,,
114475,Science and Technology,Science and Technology,,,,,,,
114477,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
114478,Regional Development,Regional Development,,,,,,,
114480,Science and Technology,Science and Technology,,,,,,,
114554,Other,Information and Communication Technology,,,,,,,
114555,Taxation and Finance,Taxation and Finance,,,,,,,
114557,Telecommunications,Telecommunications,,,,,,,
114574,Other,INTERNATIONAL DEVELOPMENT,,,,,,,
114595,Other,ecoENERGY for Renewable Power Program,,,,,,,
114655,Other,ecoENERGY for Renewable Power Program,,,,,,,
114660,Energy,Energy,,,,,,,
114674,Other,net-zero energy housing,,,,,,,
114774,International Relations,International Relations,,,,,,,
114994,Other,Research, Science and Technology,,,,,,
114996,Other,Research, Science and Technology,,,,,,
115034,Other,Research, Science and Technology,,,,,,
115056,Industry,Industry,,,,,,,
115094,Other,Canadian Vehicle Fuel Consumption Regulations,,,,,,,
115137,Health,Health,,,,,,,
115174,Intellectual Property,Intellectual Property,,,,,,,
115254,Other,Canadian Association of University Research Parks; need for national strategy,,,,,,,
115255,Other,Canadian Space Plan,,,,,,,
115257,Other,Work Sharing and Workshops,,,,,,,
115258,Consumer Issues,Consumer Issues,,,,,,,
115296,Consumer Issues,Consumer Issues,,,,,,,
115394,Intellectual Property,Intellectual Property,,,,,,,
115575,Consumer Issues,Consumer Issues,,,,,,,
115576,Infrastructure,Infrastructure,,,,,,,
115594,Science and Technology,Science and Technology,,,,,,,
115614,Other,Canadian Space Policy,,,,,,,
115634,Other,Canadian Space Policy,,,,,,,
115694,Other,Canadian Space Policy,,,,,,,
115695,Other,Canadian Space Policy,,,,,,,
115696,Other,Federal Government's Water Policy and Climate Change Policy,,,,,,,
115697,Infrastructure,Infrastructure,,,,,,,
115698,Industry,Industry,,,,,,,
115699,International Relations,International Relations,,,,,,,
115700,International Trade,International Trade,,,,,,,
115701,Industry,Industry,,,,,,,
113462,International Relations,International Relations,,,,,,,
113494,International Trade,International Trade,,,,,,,
113495,Justice and Law Enforcement,Justice and Law Enforcement,,,,,,,
113496,Environment,Environment,,,,,,,
113497,Other,Research & Development,,,,,,,
113735,Other,Reporting Statistics,,,,,,,
113736,Regional Development,Regional Development,,,,,,,
113779,Regional Development,Regional Development,,,,,,,
113780,Other,Consumer Issues, related to airport response to economic downturn,,,,,,
113781,Other,National Airports Policy with respect to airport development in Greater Toronto Area,,,,,,,
113782,Environment,Environment,,,,,,,
113795,Other,Airport security policies, regarding liquids, aerosols and gels,,,,,
113796,Other,Bill S2: An Act to Amend the Customs Act, regarding Customs Controlled Areas,,,,,,
113798,Other,Consumer Issues, related to airport response to economic downturn,,,,,,
113838,Other,Customs & Border policies, regarding implementation of passenger facilitation initiatives to improve customer service,,,,,,
113985,Other,Duty Free Regulations, regarding Arrivals Duty Free,,,,,,
114005,Other,International Air Policy, regarding liberalization of air policy and bilateral air service agreements,,,,,,
114008,Government Procurement,Government Procurement,,,,,,,
114081,Transportation,Transportation,,,,,,,
114086,Agriculture,Agriculture,,,,,,,
114088,Agriculture,Agriculture,,,,,,,
114098,Agriculture,Agriculture,,,,,,,
114106,Agriculture,Agriculture,,,,,,,
114107,Agriculture,Agriculture,,,,,,,
114126,Agriculture,Agriculture,,,,,,,
114129,Other,Border controls,,,,,,,
114131,Consumer Issues,Consumer Issues,,,,,,,
114132,Health,Health,,,,,,,
114136,Industry,Industry,,,,,,,
114141,International Trade,International Trade,,,,,,,
114168,Arts and Culture,Arts and Culture,,,,,,,
114172,Infrastructure,Infrastructure,,,,,,,
114173,Arts and Culture,Arts and Culture,,,,,,,
114174,Infrastructure,Infrastructure,,,,,,,
114175,Arts and Culture,Arts and Culture,,,,,,,
114317,Infrastructure,Infrastructure,,,,,,,
114440,Other,Bill C-33,,,,,,,
114834,Other,Status of WTO agricultural negotiations and the upcoming free trade negotiations with the European Union.,,,,,,,
114975,Agriculture,Agriculture,,,,,,,
115134,Taxation and Finance,Taxation and Finance,,,,,,,
115135,Transportation,Transportation,,,,,,,
115136,Agriculture,Agriculture,,,,,,,
115234,Taxation and Finance,Taxation and Finance,,,,,,,
115274,Transportation,Transportation,,,,,,,
115334,Agriculture,Agriculture,,,,,,,
115354,Taxation and Finance,Taxation and Finance,,,,,,,
115434,Transportation,Transportation,,,,,,,
115454,Other,Corporate Social Responsibility,,,,,,,
115455,Health,Health,,,,,,,
115456,Other,Health Human Resources,,,,,,,
115457,Health,Health,,,,,,,
115459,Other,Health Human Resources,,,,,,,
115534,Energy,Energy,,,,,,,
115734,Science and Technology,Science and Technology,,,,,,,
115735,Other,General Administration relating to existing funding relationships,,,,,,,
115738,Other,Amend Existing Funding Relationship,,,,,,,
115739,Other,Marchés financiers canadiens,,,,,,,
115741,Other,Amendments to the Navigable Waters Protection Act via Bill C-10,,,,,,,
115742,Agriculture,Agriculture,,,,,,,
115744,Environment,Environment,,,,,,,
115745,Environment,Environment,,,,,,,
115746,Regional Development,Regional Development,,,,,,,
115748,Science and Technology,Science and Technology,,,,,,,
115754,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
115795,Education,Education,,,,,,,
115834,Infrastructure,Infrastructure,,,,,,,
113456,Regional Development,Regional Development,,,,,,,
113457,Science and Technology,Science and Technology,,,,,,,
113458,Education,Education,,,,,,,
113459,Employment and Training,Employment and Training,,,,,,,
113460,Immigration,Immigration,,,,,,,
113461,Science and Technology,Science and Technology,,,,,,,
113463,Energy,Energy,,,,,,,
113464,Environment,Environment,,,,,,,
114091,International Trade,International Trade,,,,,,,
114094,Taxation and Finance,Taxation and Finance,,,,,,,
114095,Other,Pensions,,,,,,,
114097,Immigration,Immigration,,,,,,,
114434,Intellectual Property,Intellectual Property,,,,,,,
114438,Taxation and Finance,Taxation and Finance,,,,,,,
114456,Health,Health,,,,,,,
114457,Other,Pensions,,,,,,,
114458,International Trade,International Trade,,,,,,,
114461,International Trade,International Trade,,,,,,,
114462,Energy,Energy,,,,,,,
114479,Energy,Energy,,,,,,,
114494,Energy,Energy,,,,,,,
114714,Health,Health,,,,,,,
114734,Health,Health,,,,,,,
114934,Health,Health,,,,,,,
114954,Education,Education,,,,,,,
114955,Employment and Training,Employment and Training,,,,,,,
